graph_type,num_nodes,param,num_edges,milp_ref,cover_size,ratio,is_optimal,matching_lb,lb_tight,n_steps,min_delta,min_gap,n_uncertain
BA,14,5.0,45,8,8,1.0,True,7,False,8,2.220446049250313e-16,0.5357940251482833,8
BA,14,5.0,45,8,8,1.0,True,7,False,8,0.0,0.29289321881345276,8
BA,14,5.0,45,8,8,1.0,True,7,False,8,2.220446049250313e-16,2.298193086481116e-16,8
BA,14,5.0,45,9,9,1.0,True,7,False,9,2.220446049250313e-16,0.23548125016360627,9
BA,14,5.0,45,8,8,1.0,True,7,False,8,0.0,0.2928932188134524,8
BA,14,5.0,45,9,9,1.0,True,7,False,9,2.220446049250313e-16,0.28204843830393544,9
BA,14,5.0,45,9,9,1.0,True,7,False,9,2.220446049250313e-16,0.24535616999607007,9
BA,19,2.0,34,9,9,1.0,True,9,True,9,0.0,0.0,9
BA,19,2.0,34,9,9,1.0,True,9,True,9,2.220446049250313e-16,6.013398446665535e-16,9
BA,19,2.0,34,8,8,1.0,True,8,True,8,2.220446049250313e-16,0.14806726448749866,8
BA,19,2.0,34,10,10,1.0,True,9,False,10,2.220446049250313e-16,0.252102143201302,10
BA,19,2.0,34,8,8,1.0,True,8,True,8,2.220446049250313e-16,5.458883724747449e-16,8
BA,19,2.0,34,8,8,1.0,True,8,True,8,2.220446049250313e-16,0.111401157358825,8
BA,19,2.0,34,10,10,1.0,True,9,False,10,2.220446049250313e-16,0.25813154425962254,10
BA,19,2.0,34,8,8,1.0,True,8,True,8,2.220446049250313e-16,0.13426969076659892,8
BA,19,2.0,34,6,6,1.0,True,6,True,6,0.0,0.1958944014792791,6
BA,19,2.0,34,10,10,1.0,True,9,False,10,0.0,0.21983142306444875,10
BA,19,5.0,70,12,12,1.0,True,9,False,12,2.220446049250313e-16,0.19098300562505266,12
BA,19,5.0,70,12,12,1.0,True,9,False,12,2.220446049250313e-16,0.2928932188134526,12
BA,19,5.0,70,12,12,1.0,True,9,False,12,2.220446049250313e-16,0.30922256926008806,12
BA,19,5.0,70,12,12,1.0,True,9,False,12,2.220446049250313e-16,0.42264973081037444,12
BA,19,5.0,70,12,12,1.0,True,9,False,12,4.440892098500626e-16,0.2917545186495678,12
BA,19,5.0,70,12,12,1.0,True,9,False,12,2.220446049250313e-16,0.28558837925441055,12
BA,19,5.0,70,12,12,1.0,True,9,False,12,2.220446049250313e-16,0.26129927475145914,12
BA,19,5.0,70,12,12,1.0,True,9,False,12,0.0,0.29205097621523146,12
BA,19,5.0,70,11,11,1.0,True,9,False,11,4.440892098500626e-16,0.27428873490789735,11
BA,19,5.0,70,12,12,1.0,True,9,False,12,4.3141800243340356e-08,0.2650354884847822,12
BA,24,2.0,44,11,11,1.0,True,11,True,11,2.220446049250313e-16,5.348011825590126e-16,11
BA,24,2.0,44,11,11,1.0,True,11,True,11,0.0,2.247345824601662e-28,11
BA,24,2.0,44,11,11,1.0,True,11,True,11,0.0,0.0,11
BA,24,2.0,44,12,12,1.0,True,12,True,12,4.761850103118803e-07,0.19439223769736544,12
BA,24,2.0,44,11,11,1.0,True,11,True,11,2.220446049250313e-16,1.7728618234836088e-16,11
BA,24,2.0,44,10,10,1.0,True,10,True,10,2.220446049250313e-16,4.275846196936643e-17,10
BA,24,2.0,44,13,13,1.0,True,12,False,13,2.220446049250313e-16,0.18374003603193956,13
BA,24,2.0,44,12,12,1.0,True,12,True,12,0.0,3.769636551591838e-16,12
BA,24,2.0,44,8,8,1.0,True,8,True,8,2.220446049250313e-16,1.110223031968087e-16,8
BA,24,2.0,44,11,11,1.0,True,11,True,11,2.220446049250313e-16,0.2208155163003355,11
BA,24,5.0,95,16,16,1.0,True,12,False,16,2.220446049250313e-16,0.06450838707187123,16
BA,24,5.0,95,16,16,1.0,True,12,False,16,2.220446049250313e-16,0.37319147750888043,16
BA,24,5.0,95,15,15,1.0,True,12,False,15,5.774300615435379e-08,0.3611093805793333,15
BA,24,5.0,95,16,16,1.0,True,12,False,16,2.220446049250313e-16,0.45205755417261906,16
BA,24,5.0,95,15,15,1.0,True,12,False,15,2.220446049250313e-16,0.22464617336084122,15
BA,24,5.0,95,15,15,1.0,True,12,False,15,2.220446049250313e-16,0.2928932188134524,15
BA,24,5.0,95,15,16,1.0666666666666667,False,12,False,16,2.220446049250313e-16,0.16840826573366371,16
BA,24,5.0,95,16,16,1.0,True,12,False,16,0.0,0.2375626261950327,16
BA,24,5.0,95,16,16,1.0,True,12,False,16,2.220446049250313e-16,0.3040404784881608,16
BA,24,5.0,95,16,18,1.125,False,12,False,18,2.220446049250313e-16,0.3015573941809232,18
BA,29,2.0,54,13,13,1.0,True,13,True,13,6.661338147750939e-16,0.08815148782590594,13
BA,29,2.0,54,13,13,1.0,True,13,True,13,2.220446049250313e-16,2.498001805406601e-16,13
BA,29,2.0,54,13,13,1.0,True,12,False,13,0.0,2.0848646548270577e-16,13
BA,29,2.0,54,14,15,1.0714285714285714,False,14,False,15,2.220446049250313e-16,0.10485162975451749,15
BA,29,2.0,54,13,13,1.0,True,13,True,13,0.0,0.0,13
BA,29,2.0,54,12,12,1.0,True,12,True,12,0.0,2.775557513319724e-16,12
BA,29,2.0,54,14,14,1.0,True,14,True,14,2.220446049250313e-16,0.1805162267838031,14
BA,29,2.0,54,14,14,1.0,True,14,True,14,0.0,0.07061960079252054,14
BA,29,2.0,54,12,12,1.0,True,12,True,12,0.0,0.0,12
BA,29,2.0,54,13,13,1.0,True,13,True,13,8.333341446897791e-07,0.16646022853265197,13
BA,29,5.0,120,19,19,1.0,True,14,False,19,4.440892098500626e-16,0.2546440075000708,19
BA,29,5.0,120,19,19,1.0,True,14,False,19,2.220446049250313e-16,0.22913044626948487,19
BA,29,5.0,120,18,18,1.0,True,14,False,18,2.220446049250313e-16,0.2522440516504991,18
BA,29,5.0,120,17,17,1.0,True,14,False,17,6.661338147750939e-16,0.377281077287741,17
BA,29,5.0,120,17,17,1.0,True,14,False,17,0.0,0.2346274917493387,17
BA,29,5.0,120,18,18,1.0,True,14,False,18,0.0,0.0,18
BA,29,5.0,120,19,19,1.0,True,14,False,19,0.0,0.36021383083902814,19
BA,29,5.0,120,18,18,1.0,True,14,False,18,2.220446049250313e-16,0.20210052269444267,18
BA,29,5.0,120,18,18,1.0,True,14,False,18,0.0,0.284343454113268,18
BA,29,5.0,120,19,19,1.0,True,14,False,19,0.0,0.31268307568826426,19
BA,34,2.0,64,14,14,1.0,True,14,True,14,0.0,0.046124097254108376,14
BA,34,2.0,64,17,17,1.0,True,16,False,17,2.220446049250313e-16,6.44799643519694e-16,17
BA,34,2.0,64,16,16,1.0,True,15,False,16,0.0,1.533019805187348e-26,16
BA,34,2.0,64,18,18,1.0,True,17,False,18,2.220446049250313e-16,1.2978284019440352e-16,18
BA,34,2.0,64,14,14,1.0,True,14,True,14,0.0,0.0,14
BA,34,2.0,64,14,14,1.0,True,14,True,14,0.0,6.593997238723651e-16,14
BA,34,2.0,64,16,16,1.0,True,16,True,16,2.220446049250313e-16,0.10846681657710609,16
BA,34,2.0,64,17,17,1.0,True,17,True,17,0.0,6.916825845905944e-17,17
BA,34,2.0,64,15,16,1.0666666666666667,False,15,False,16,0.0,0.09903113209758062,16
BA,34,2.0,64,16,16,1.0,True,16,True,16,2.220446049250313e-16,0.1551059336442236,16
BA,34,5.0,145,22,22,1.0,True,17,False,22,2.220446049250313e-16,0.1221898100960582,22
BA,34,5.0,145,22,22,1.0,True,17,False,22,0.0,0.1909830056250525,22
BA,34,5.0,145,22,22,1.0,True,17,False,22,7.364411613863808e-08,0.23623738417402657,22
BA,34,5.0,145,20,20,1.0,True,17,False,20,2.220446049250313e-16,2.5021875378294666e-16,20
BA,34,5.0,145,21,21,1.0,True,17,False,21,0.0,0.0,21
BA,34,5.0,145,21,21,1.0,True,17,False,21,0.0,0.2339183917471484,21
BA,34,5.0,145,20,20,1.0,True,17,False,20,1.467860775150598e-07,0.20838687994029068,20
BA,34,5.0,145,21,21,1.0,True,17,False,21,2.220446049250313e-16,0.15345440478398392,21
BA,34,5.0,145,20,21,1.05,False,17,False,21,2.220446049250313e-16,0.2398221401090637,21
BA,34,5.0,145,22,22,1.0,True,17,False,22,2.220446049250313e-16,5.834290055453327e-17,22
BA,39,2.0,74,16,16,1.0,True,16,True,16,0.0,8.326672684777047e-17,16
BA,39,2.0,74,19,19,1.0,True,19,True,19,2.220446049250313e-16,1.3946716882891231e-16,19
BA,39,2.0,74,18,18,1.0,True,17,False,18,0.0,3.5682801948934154e-17,18
BA,39,2.0,74,21,21,1.0,True,19,False,21,2.220446049250313e-16,1.7947386101665458e-17,21
BA,39,2.0,74,17,17,1.0,True,17,True,17,0.0,0.0,17
BA,39,2.0,74,17,17,1.0,True,17,True,17,0.0,6.801346497632953e-17,17
BA,39,2.0,74,19,19,1.0,True,18,False,19,2.220446049250313e-16,0.10047871526113447,19
BA,39,2.0,74,20,20,1.0,True,19,False,20,0.0,0.1525799073717435,20
BA,39,2.0,74,17,17,1.0,True,17,True,17,2.220446049250313e-16,5.9729337274720285e-16,17
BA,39,2.0,74,16,16,1.0,True,16,True,16,2.220446049250313e-16,0.10943328071027054,16
BA,39,5.0,170,24,24,1.0,True,19,False,24,2.220446049250313e-16,3.457697030800001e-16,24
BA,39,5.0,170,23,23,1.0,True,19,False,23,4.759777183505065e-08,0.2066296388330534,23
BA,39,5.0,170,25,27,1.08,False,19,False,27,2.220446049250313e-16,0.22130970589629698,27
BA,39,5.0,170,21,21,1.0,True,19,False,21,0.0,1.4742585785000256e-16,21
BA,39,5.0,170,23,24,1.0434782608695652,False,19,False,24,0.0,5.5511151231256964e-17,24
BA,39,5.0,170,24,24,1.0,True,19,False,24,0.0,3.0531133177191805e-16,24
BA,39,5.0,170,23,23,1.0,True,19,False,23,4.6845638479453555e-11,0.2349968105832294,23
BA,39,5.0,170,23,23,1.0,True,19,False,23,0.0,4.697352968216664e-16,23
BA,39,5.0,170,24,25,1.0416666666666667,False,19,False,25,0.0,0.18160795684904305,25
BA,39,5.0,170,24,24,1.0,True,19,False,24,0.0,0.1740696735598139,24
BA,44,2.0,84,20,20,1.0,True,20,True,20,0.0,1.625007404855962e-16,20
BA,44,2.0,84,20,20,1.0,True,20,True,20,0.0,1.5981226913074481e-16,20
BA,44,2.0,84,19,19,1.0,True,19,True,19,2.220446049250313e-16,3.03824675690966e-17,19
BA,44,2.0,84,23,23,1.0,True,22,False,23,0.0,1.7947386101665458e-17,23
BA,44,2.0,84,18,18,1.0,True,18,True,18,2.220446049250313e-16,1.110224449418281e-16,18
BA,44,2.0,84,19,19,1.0,True,19,True,19,2.220446049250313e-16,0.06794462528822015,19
BA,44,2.0,84,21,21,1.0,True,21,True,21,2.220446049250313e-16,0.13863916279043145,21
BA,44,2.0,84,24,24,1.0,True,22,False,24,2.220446049250313e-16,1.6200849649063937e-16,24
BA,44,2.0,84,20,21,1.05,False,20,False,21,0.0,3.5245152240072763e-17,21
BA,44,2.0,84,17,17,1.0,True,17,True,17,2.220446049250313e-16,0.1869908934882283,17
BA,44,5.0,195,28,28,1.0,True,22,False,28,2.220446049250313e-16,0.13437404514979376,28
BA,44,5.0,195,27,27,1.0,True,22,False,27,4.440892098500626e-16,0.2603179052520993,27
BA,44,5.0,195,26,26,1.0,True,22,False,26,4.440892098500626e-16,0.17069808816819343,26
BA,44,5.0,195,25,25,1.0,True,22,False,25,2.220446049250313e-16,6.986236855464575e-16,25
BA,44,5.0,195,25,26,1.04,False,22,False,26,0.0,1.2214828364534377e-15,26
BA,44,5.0,195,27,28,1.037037037037037,False,22,False,28,0.0,1.6000966629107783e-16,28
BA,44,5.0,195,27,28,1.037037037037037,False,22,False,28,0.0,0.15575020066355943,28
BA,44,5.0,195,25,26,1.04,False,22,False,26,0.0,0.2731445850961434,26
BA,44,5.0,195,27,27,1.0,True,22,False,27,2.220446049250313e-16,0.2585250383119101,27
BA,44,5.0,195,26,27,1.0384615384615385,False,22,False,27,2.220446049250313e-16,1.4953060673273197e-16,27
BA,49,2.0,94,21,21,1.0,True,21,True,21,0.0,0.021826713864326105,21
BA,49,2.0,94,24,24,1.0,True,24,True,24,0.0,1.2978284019440352e-16,24
BA,49,2.0,94,21,21,1.0,True,21,True,21,0.0,7.326164536597484e-17,21
BA,49,2.0,94,25,25,1.0,True,24,False,25,2.220446049250313e-16,2.4522927965285577e-16,25
BA,49,2.0,94,19,19,1.0,True,19,True,19,2.220446049250313e-16,1.2978284019440352e-16,19
BA,49,2.0,94,22,22,1.0,True,22,True,22,0.0,0.0,22
BA,49,2.0,94,22,22,1.0,True,22,True,22,4.440892098500626e-16,0.06105143711465093,22
BA,49,2.0,94,24,24,1.0,True,24,True,24,0.0,0.13438331792913144,24
BA,49,2.0,94,22,22,1.0,True,22,True,22,2.220446049250313e-16,1.66670339155877e-16,22
BA,49,2.0,94,21,21,1.0,True,21,True,21,2.220446049250313e-16,4.977796720563282e-17,21
BA,49,5.0,220,31,31,1.0,True,24,False,31,2.220446049250313e-16,1.1253082391245917e-16,31
BA,49,5.0,220,30,30,1.0,True,24,False,30,4.440892098500626e-16,0.22913561129694782,30
BA,49,5.0,220,30,30,1.0,True,24,False,30,0.0,0.08487625431711886,30
BA,49,5.0,220,27,27,1.0,True,24,False,27,0.0,0.15023061695496293,27
BA,49,5.0,220,29,30,1.0344827586206897,False,24,False,30,0.0,0.19116934138518288,30
BA,49,5.0,220,30,30,1.0,True,24,False,30,0.0,0.0,30
BA,49,5.0,220,30,31,1.0333333333333334,False,24,False,31,2.220446049250313e-16,0.2501305227882082,31
BA,49,5.0,220,30,30,1.0,True,24,False,30,2.220446049250313e-16,0.1753053265368786,30
BA,49,5.0,220,29,29,1.0,True,24,False,29,2.220446049250313e-16,0.14350284200882163,29
BA,49,5.0,220,29,31,1.0689655172413792,False,24,False,31,2.220446049250313e-16,0.12281417807912429,31
BA,54,2.0,104,23,23,1.0,True,23,True,23,0.0,9.124198603569989e-17,23
BA,54,2.0,104,26,26,1.0,True,26,True,26,0.0,3.790215840039981e-17,26
BA,54,2.0,104,24,24,1.0,True,24,True,24,0.0,0.0,24
BA,54,2.0,104,25,25,1.0,True,24,False,25,2.220446049250313e-16,0.09082740318207246,25
BA,54,2.0,104,20,20,1.0,True,20,True,20,0.0,0.0,20
BA,54,2.0,104,25,25,1.0,True,25,True,25,0.0,1.6993935346602117e-16,25
BA,54,2.0,104,25,25,1.0,True,25,True,25,2.220446049250313e-16,0.0909773761748287,25
BA,54,2.0,104,28,28,1.0,True,27,False,28,2.220446049250313e-16,0.07377723499712072,28
BA,54,2.0,104,24,24,1.0,True,24,True,24,2.220446049250313e-16,3.0874801625878466e-16,24
BA,54,2.0,104,23,23,1.0,True,23,True,23,0.0,0.0,23
BA,54,5.0,245,35,35,1.0,True,27,False,35,2.220446049250313e-16,1.1253082391245917e-16,35
BA,54,5.0,245,33,33,1.0,True,27,False,33,2.220446049250313e-16,0.22473831419051699,33
BA,54,5.0,245,32,33,1.03125,False,27,False,33,0.0,0.1995915725792303,33
BA,54,5.0,245,31,31,1.0,True,27,False,31,0.0,0.11890696745682665,31
BA,54,5.0,245,32,32,1.0,True,27,False,32,2.220446049250313e-16,9.558225539508211e-17,32
BA,54,5.0,245,32,32,1.0,True,27,False,32,2.220446049250313e-16,1.012141129485522e-16,32
BA,54,5.0,245,33,33,1.0,True,27,False,33,2.220446049250313e-16,0.20647155085643476,33
BA,54,5.0,245,32,32,1.0,True,27,False,32,2.220446049250313e-16,5.045280763161745e-16,32
BA,54,5.0,245,32,33,1.03125,False,27,False,33,2.220446049250313e-16,0.217591717978751,33
BA,54,5.0,245,32,32,1.0,True,27,False,32,6.636376159718793e-08,0.1695926091351621,32
REG,4,,4,2,2,1.0,True,2,True,2,2.220446049250313e-16,0.9999999999999998,2
REG,9,,9,5,5,1.0,True,4,False,5,0.0,0.09903113209758077,5
REG,9,,18,6,6,1.0,True,4,False,6,0.0,0.4226497308103747,6
REG,14,,14,7,7,1.0,True,7,True,7,0.0,0.034074173710931854,7
REG,14,,21,8,8,1.0,True,7,False,8,0.0,4.958180673169087e-16,8
REG,14,,49,10,10,1.0,True,7,False,10,2.220446049250313e-16,0.5410203624005999,10
REG,19,,19,10,10,1.0,True,9,False,10,0.0,0.017026900316098385,10
REG,19,,38,12,11,0.9166666666666666,False,9,False,11,0.0,0.1947066958334536,11
REG,24,,24,12,12,1.0,True,12,True,12,0.0,0.010178558119067021,12
REG,24,,72,16,17,1.0625,False,12,False,17,0.0,0.2307294399361645,17
REG,24,,144,19,20,1.0526315789473684,False,12,False,20,0.0,0.49999999999999983,20
REG,29,,29,15,15,1.0,True,14,False,15,0.0,0.0067616422580572995,15
REG,29,,203,23,24,1.0434782608695652,False,14,False,24,2.220446049250313e-16,0.47688233446283707,24
REG,34,,34,17,17,1.0,True,17,True,17,0.0,0.00481527332780303,17
REG,34,,136,24,25,1.0416666666666667,False,17,False,25,2.220446049250313e-16,0.3388380624973069,25
REG,34,,289,29,29,1.0,True,17,False,29,2.220446049250313e-16,0.49999999999999983,29
REG,39,,39,20,20,1.0,True,19,False,20,0.0,0.003602511457473536,20
REG,44,,44,22,22,1.0,True,22,True,22,0.0,0.0027962028188206135,22
REG,44,,242,33,34,1.0303030303030303,False,22,False,34,2.220446049250313e-16,0.2309604349735031,34
REG,44,,484,38,39,1.0263157894736843,False,22,False,39,2.220446049250313e-16,0.526895117429754,39
REG,49,,49,25,25,1.0,True,24,False,25,0.0,0.002233121376846385,25
REG,49,,294,38,38,1.0,True,24,False,38,2.220446049250313e-16,0.29289321881345226,38
REG,49,,588,42,44,1.0476190476190477,False,24,False,44,2.220446049250313e-16,0.5657414540893355,44
REG,54,,54,27,27,1.0,True,27,True,27,0.0,0.0018244457766829509,27
REG,54,,351,42,43,1.0238095238095237,False,27,False,43,2.220446049250313e-16,0.38763586548678436,43
REG,54,,729,47,47,1.0,True,27,False,47,2.220446049250313e-16,0.5147523915874457,47
