graph_type,num_nodes,param,num_edges,reference_size,exact_ref,t_opt_theory,ratio_t0.001000,ratio_t0.001374,ratio_t0.001887,ratio_t0.002593,ratio_t0.003562,ratio_t0.004894,ratio_t0.006723,ratio_t0.009237,ratio_t0.012690,ratio_t0.017433,ratio_t0.023950,ratio_t0.032903,ratio_t0.045204,ratio_t0.062102,ratio_t0.085317,ratio_t0.117210,ratio_t0.161026,ratio_t0.221222,ratio_t0.303920,ratio_t0.417532,ratio_t0.573615,ratio_t0.788046,ratio_t1.082637,ratio_t1.487352,ratio_t2.043360,ratio_t2.807216,ratio_t3.856620,ratio_t5.298317,ratio_t7.278954,ratio_t10.000000
BA,4,2.0,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5
BA,4,2.0,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5
BA,4,2.0,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5
BA,4,2.0,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5
BA,4,2.0,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5
BA,4,2.0,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5
BA,4,2.0,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5
BA,4,2.0,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5
BA,4,2.0,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.5
BA,4,2.0,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.0,1.0,1.5
BA,10,2.0,16,4,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,2.0,2.25,1.0,1.0,1.75
BA,10,2.0,16,5,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,1.8,1.6,1.6,1.4
BA,10,2.0,16,4,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.25,1.0,1.5,2.0
BA,10,2.0,16,4,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,2.25,2.25,1.25,2.0,2.0
BA,10,2.0,16,3,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.6666666666666667,2.6666666666666665,2.3333333333333335
BA,10,2.0,16,6,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.1666666666666667,1.1666666666666667,1.0,1.5
BA,10,2.0,16,4,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,2.25,1.75,1.75,1.75
BA,10,2.0,16,3,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.6666666666666667,2.6666666666666665,2.3333333333333335
BA,10,2.0,16,5,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.8,1.8,1.6,1.6,1.6
BA,10,2.0,16,5,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.8,1.8,1.6,1.4,1.8
BA,20,2.0,36,10,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,1.8,1.1,1.4,1.6
BA,20,2.0,36,9,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.111111111111111,2.111111111111111,1.5555555555555556,1.7777777777777777,1.7777777777777777
BA,20,2.0,36,8,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,2.375,1.25,1.375,1.0
BA,20,2.0,36,10,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.9,1.8,1.5,1.6,1.5
BA,20,2.0,36,9,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.1111111111111112,2.0,1.6666666666666667
BA,20,2.0,36,8,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,2.25,1.75,1.875,1.625
BA,20,2.0,36,10,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,1.7,1.6,1.6,1.7
BA,20,2.0,36,9,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8888888888888888,2.0,1.5555555555555556,1.8888888888888888,1.7777777777777777
BA,20,2.0,36,6,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.1666666666666665,2.0,1.8333333333333333,2.1666666666666665
BA,20,2.0,36,10,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,1.7,1.6,1.4,1.4
BA,30,2.0,56,13,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7692307692307692,2.076923076923077,1.4615384615384615,1.1538461538461537,1.4615384615384615
BA,30,2.0,56,13,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1538461538461537,2.1538461538461537,1.6923076923076923,1.1538461538461537,1.6923076923076923
BA,30,2.0,56,14,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8571428571428572,2.0,1.2857142857142858,1.5,1.5714285714285714
BA,30,2.0,56,16,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0625,1.5625,1.6875,1.5,1.3125,1.5625
BA,30,2.0,56,13,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9230769230769231,2.230769230769231,1.5384615384615385,1.5384615384615385,1.3076923076923077
BA,30,2.0,56,13,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.076923076923077,2.076923076923077,1.2307692307692308,1.2307692307692308,1.6153846153846154
BA,30,2.0,56,15,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,1.7333333333333334,1.4666666666666666,1.2666666666666666,1.5333333333333334
BA,30,2.0,56,15,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8666666666666667,1.6,1.5333333333333334,1.8,1.5333333333333334
BA,30,2.0,56,12,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,2.3333333333333335,1.5833333333333333,1.9166666666666667,1.5833333333333333
BA,30,2.0,56,14,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.7857142857142858,1.5,1.2142857142857142,1.8571428571428572
BA,40,2.0,76,16,False,0.30131684841794815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.125,2.375,1.625,1.4375,1.5625
BA,40,2.0,76,19,False,0.30131684841794815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0526315789473684,1.894736842105263,1.9473684210526316,1.5263157894736843,1.4210526315789473,1.631578947368421
BA,40,2.0,76,19,False,0.30131684841794815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0526315789473684,1.6842105263157894,1.9473684210526316,1.263157894736842,1.1578947368421053,1.4210526315789473
BA,40,2.0,76,22,False,0.30131684841794815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0454545454545454,1.5,1.6363636363636365,1.2272727272727273,1.3181818181818181,1.5454545454545454
BA,40,2.0,76,17,False,0.30131684841794815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8823529411764706,2.176470588235294,1.8235294117647058,1.2941176470588236,1.4705882352941178
BA,40,2.0,76,18,False,0.30131684841794815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8888888888888888,2.0,1.3333333333333333,1.1111111111111112,1.8888888888888888
BA,40,2.0,76,19,False,0.30131684841794815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8421052631578947,1.8421052631578947,1.631578947368421,1.3157894736842106,1.4210526315789473
BA,40,2.0,76,21,False,0.30131684841794815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0476190476190477,1.619047619047619,1.619047619047619,1.5238095238095237,1.380952380952381,1.5714285714285714
BA,40,2.0,76,18,False,0.30131684841794815,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0,1.0,1.0,1.0555555555555556,1.9444444444444444,2.0,1.4444444444444444,1.5555555555555556,1.5
BA,40,2.0,76,16,False,0.30131684841794815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1875,2.125,1.8125,1.0,1.6875
BA,50,2.0,96,21,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0952380952380953,2.238095238095238,2.238095238095238,1.7142857142857142,1.2857142857142858,1.619047619047619
BA,50,2.0,96,25,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,1.84,1.84,1.48,1.28,1.56
BA,50,2.0,96,22,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0454545454545454,2.0,2.090909090909091,1.6363636363636365,1.5909090909090908,1.4090909090909092
BA,50,2.0,96,25,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,1.8,1.68,1.2,1.32,1.44
BA,50,2.0,96,19,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0526315789473684,2.3684210526315788,2.473684210526316,1.736842105263158,1.2105263157894737,1.5789473684210527
BA,50,2.0,96,22,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0454545454545454,2.0,2.090909090909091,1.5,1.2727272727272727,1.4545454545454546
BA,50,2.0,96,22,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0454545454545454,1.9545454545454546,2.0454545454545454,1.6363636363636365,1.1818181818181819,1.5909090909090908
BA,50,2.0,96,25,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,1.72,1.8,1.48,1.2,1.32
BA,50,2.0,96,22,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0454545454545454,1.8636363636363635,2.090909090909091,1.4545454545454546,1.2727272727272727,1.2272727272727273
BA,50,2.0,96,22,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0454545454545454,1.9090909090909092,2.0454545454545454,1.5454545454545454,1.1363636363636365,1.6363636363636365
REG,4,,4,2,True,0.7366197723675814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.0,1.0,1.5
REG,10,,10,5,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.4,1.4,1.2,1.0,1.6
REG,10,,25,7,True,0.5026336968358963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,1.2857142857142858,1.0,1.1428571428571428,1.2857142857142858
REG,20,,20,10,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.4,1.4,1.1,1.1,1.6
REG,20,,50,13,True,0.3847050173668708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0769230769230769,1.3076923076923077,1.3846153846153846,1.3076923076923077,1.2307692307692308,1.3076923076923077
REG,20,,100,15,True,0.3847050173668708,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0,1.0666666666666667,1.1333333333333333,1.2666666666666666,1.2666666666666666,1.1333333333333333,1.2666666666666666
REG,30,,30,15,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0666666666666667,1.3333333333333333,1.3333333333333333,1.0666666666666667,1.0,1.6
REG,30,,105,21,False,0.33246067325301887,1.0,1.0476190476190477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1428571428571428,1.2857142857142858,1.1904761904761905,1.2857142857142858,1.2857142857142858
REG,30,,225,25,False,0.33246067325301887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,1.16,1.12,1.12,1.12
REG,40,,40,20,False,0.30131684841794815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,1.35,1.35,1.05,1.05,1.6
REG,40,,200,30,False,0.30131684841794815,1.0333333333333334,1.0,1.0,1.0,1.0333333333333334,1.0,1.0,1.0,1.0333333333333334,1.0,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0666666666666667,1.1333333333333333,1.2333333333333334,1.1666666666666667,1.2,1.1666666666666667
REG,40,,400,34,False,0.30131684841794815,1.0,1.0294117647058822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.088235294117647,1.1470588235294117,1.1470588235294117,1.088235294117647,1.1176470588235294
REG,50,,50,25,False,0.2800632632314212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,1.36,1.36,1.04,1.0,1.6
REG,50,,300,39,False,0.2800632632314212,1.0256410256410255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0256410256410255,1.0,1.0769230769230769,1.1538461538461537,1.205128205128205,1.2307692307692308,1.205128205128205
REG,50,,625,43,False,0.2800632632314212,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0,1.0232558139534884,1.0232558139534884,1.0465116279069768,1.0465116279069768,1.0465116279069768,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.069767441860465,1.1395348837209303,1.1395348837209303,1.069767441860465,1.1162790697674418
